marka,model,year,price,currency,photo_link,ad_link
Skoda,Superb,2018,17900,EUR,https://prod.pictures.autoscout24.net/listing-images/157a59eb-88b4-469b-9bd9-2baccd9ff9ad_67b4c4cc-0c6d-4ffa-a9e0-60fcf320aa08.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-ambition-navigation-nur-154eur-monatl-diesel-black-157a59eb-88b4-469b-9bd9-2baccd9ff9ad
Skoda,Yeti,2015,16780,EUR,https://prod.pictures.autoscout24.net/listing-images/e6e9fafb-c6b7-407a-856b-6805f037c767_c7e43aba-19b2-459b-9d3f-d56472e464d6.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-yeti-2-0-tdi-l-k-outdoor-4x4-xenon-navi-ahk-pano-diesel-brown-e6e9fafb-c6b7-407a-856b-6805f037c767
Skoda,Octavia,2016,15280,EUR,https://prod.pictures.autoscout24.net/listing-images/e3b01c8e-5be8-4a4c-9864-ca5f4108007a_07cab78d-598a-4b4b-abec-4b700c3bd7e2.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-2-0tdi-joy-nav-amundsen-lm17-smart-diesel-black-e3b01c8e-5be8-4a4c-9864-ca5f4108007a
Skoda,Octavia,2017,14990,EUR,https://prod.pictures.autoscout24.net/listing-images/98bb8510-a904-47d3-b473-ad4bd048d200_f45e082f-c2c6-4769-a8c2-de7273c68cdc.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-1-4-tsi-drive-gasoline-white-98bb8510-a904-47d3-b473-ad4bd048d200
Skoda,Fabia, 2021,13795,EUR,https://prod.pictures.autoscout24.net/listing-images/8d61dd39-5826-4484-b942-d947fef86cc3_c7168174-3a62-4470-bd77-8fdb2a007eaa.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-style-1-1-0-tsi-95ps-angebot-f-menschen-mi-gasoline-8d61dd39-5826-4484-b942-d947fef86cc3
Skoda,Fabia, 2021,12090,EUR,https://prod.pictures.autoscout24.net/listing-images/a05ff52c-5e43-4d7e-a51e-3982334471ba_b38f44a1-9c7f-41ba-b337-54e56df4317e.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-ambition-1-1-0-mpi-80ps-angebot-f-menschen-gasoline-a05ff52c-5e43-4d7e-a51e-3982334471ba
Skoda,Octavia,2015,12490,EUR,https://prod.pictures.autoscout24.net/listing-images/694dc436-b279-45b6-97cb-90654b5b17cb_06278fdb-b163-4f88-a533-56a04fd57e8f.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-2-0tdi-dsg-elegance-combi-shz-navi-pdc-8-fach-uvm-diesel-black-694dc436-b279-45b6-97cb-90654b5b17cb
Skoda,Fabia,2017,12633,EUR,https://prod.pictures.autoscout24.net/listing-images/5384ea32-b7c5-42f3-89f7-9a1b0f79e7d9_f7ba37bf-bb87-43bd-b401-cc0ece53674a.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-joy-1-2-tsi-klima-navi-bluetooth-usb-gasoline-grey-5384ea32-b7c5-42f3-89f7-9a1b0f79e7d9
Skoda,Fabia,2018,9999,EUR,https://prod.pictures.autoscout24.net/listing-images/75430885-1ed0-437c-ae76-45030d98421b_fd803c7d-d15d-4aa8-8706-19b74a2ad150.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-0-mpi-clever-led-pdc-sitzhzg-garantie-gasoline-blue-bc7d77f6-1575-4a5a-b8dc-41d3e9f341bc
Skoda,Octavia,2021,29900,EUR,https://prod.pictures.autoscout24.net/listing-images/28abafce-a438-46cd-b729-248d7d337a44_30f155fd-e858-4e1b-bbfe-a4f2a89f8e3e.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-1-5-tsi-greentech-ambition-stoelverwarming-gasoline-75430885-1ed0-437c-ae76-45030d98421b
Skoda,Fabia,2020,13390,EUR,https://prod.pictures.autoscout24.net/listing-images/0a2d793f-a49c-4b74-8f05-bdfdde8e4eee_9aca2ae1-f77a-4f3d-b771-3f2476b4aea6.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-active-plus-1-0-tsi-95-mod-2021-gasoline-red-0a2d793f-a49c-4b74-8f05-bdfdde8e4eee
Skoda,Fabia,2020,14998,EUR,https://prod.pictures.autoscout24.net/listing-images/22ba0ecd-b413-4680-9209-c4f212359673_e0c546de-128d-4dce-abdd-0ea40a25433d.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-ambition-1-0-tsi-klima-kamera-nsw-pdc-gasoline-blue-22ba0ecd-b413-4680-9209-c4f212359673
Skoda,Rapid/Spaceback,2016,13490,EUR,https://prod.pictures.autoscout24.net/listing-images/be055bb9-979b-482f-a413-828c66cf45d3_7d55a791-146a-4e44-9f33-48584b4cecda.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-rapid-spaceback-1-2-tsi-90pk-joy-navigatie-climate-controle-gasoline-brown-be055bb9-979b-482f-a413-828c66cf45d3
Skoda,Fabia,2015,9239,EUR,https://prod.pictures.autoscout24.net/listing-images/1cc1cef7-425a-480e-b415-e0db9bae941f_9ac273da-f098-41f2-9ea2-a2fe0748745f.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-2-tsi-style-klima-sh-gasoline-black-1cc1cef7-425a-480e-b415-e0db9bae941f
Skoda,Roomster,2007,3950,EUR,https://prod.pictures.autoscout24.net/listing-images/d88f7d0a-5ab9-4379-95e4-eecc4581b952_c497aa7a-49e2-4275-ae9c-9383b9d79c0e.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-roomster-1-4-tdi-classic-diesel-beige-d88f7d0a-5ab9-4379-95e4-eecc4581b952
Skoda,Superb,2016,13400,EUR,https://prod.pictures.autoscout24.net/listing-images/d0615885-879f-40b8-a595-97e9972904f9_1e10e6a8-b74b-40dd-b340-703570e7da58.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-combi-1-6-tdi-ambition-business-led-navigatie-diesel-grey-d0615885-879f-40b8-a595-97e9972904f9
Skoda,Rapid/Spaceback,2013,6490,EUR,https://prod.pictures.autoscout24.net/listing-images/629d426e-45e0-4ec9-811d-4ac2888d00fb_fb512e9c-247c-4f3f-8c64-33ce0ffa1467.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-rapid-spaceback-rapid-1-6-tdi-105-ch-cr-fap-green-tec-ambition-diesel-black-629d426e-45e0-4ec9-811d-4ac2888d00fb
Skoda,Octavia,2004,3000,EUR,https://prod.pictures.autoscout24.net/listing-images/28d3a10a-515f-4a0a-90d5-9f7b5b081385_3fad8eda-261b-47dd-b65f-9a7e0e622843.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-1-6-ambiente-gasoline-bronze-28d3a10a-515f-4a0a-90d5-9f7b5b081385
Skoda,Citigo,2017,8400,EUR,https://prod.pictures.autoscout24.net/listing-images/cc877640-0b87-4573-a1dd-e1ea872dd2bf_aea2b182-2edd-4315-b429-a6c6184233b2.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-citigo-1-0-greentech-skoda-sound-cruise-airco-gasoline-green-cc877640-0b87-4573-a1dd-e1ea872dd2bf
Skoda,Roomster,2009,1900,EUR,https://prod.pictures.autoscout24.net/listing-images/b62d604b-26c7-4410-8550-d3dae993b124_9ba52224-5a28-4d2e-b653-71c31c6ef2bc.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-roomster-1-4-benzin-klima-euro-4-gasoline-black-b62d604b-26c7-4410-8550-d3dae993b124
Skoda,Karoq, 2021,31200,EUR,https://prod.pictures.autoscout24.net/listing-images/2535f9dc-2909-4625-b993-bc984024b8e5_798c64ff-3125-439e-ad61-fb3cdb1896c1.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-clever-1-5-tsi-gasoline-grey-2535f9dc-2909-4625-b993-bc984024b8e5
Skoda,Karoq, 2021,28300,EUR,https://prod.pictures.autoscout24.net/listing-images/ae66a7ed-0573-4c9c-a430-d7a56a82f2a2_c8ae3835-f4c4-473d-be63-bfcaff510c14.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-clever-1-0-tsi-gasoline-black-ae66a7ed-0573-4c9c-a430-d7a56a82f2a2
Skoda,Kamiq, 2021,31900,EUR,https://prod.pictures.autoscout24.net/listing-images/d657e629-e2f5-4cea-8d5e-6c5e42d867bc_a4d5745a-801e-421e-806a-2d5a091695a1.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-monte-carlo-1-5-tsi-dsg-gasoline-white-d657e629-e2f5-4cea-8d5e-6c5e42d867bc
Skoda,Fabia, 2021,19790,EUR,https://prod.pictures.autoscout24.net/listing-images/a1727717-e7c7-4c73-bb6f-ae43078793ba_ba9346f4-868c-4c8f-8932-1731676dd8f3.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-clever-1-0-navi-telefon-pdc-gasoline-blue-a1727717-e7c7-4c73-bb6f-ae43078793ba
Skoda,120,2018,16300,EUR,https://prod.pictures.autoscout24.net/listing-images/6464a23c-0545-49f4-8eca-ca901780f0a9_b673fc13-9eb3-4c7e-8432-d740f1adba61.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-120-diesel-grey-6464a23c-0545-49f4-8eca-ca901780f0a9
Skoda,Octavia,2018,19790,EUR,https://prod.pictures.autoscout24.net/listing-images/f7ce9994-9d76-4957-8b27-be5c7993ff2d_ed241559-77eb-45cd-9e7a-ec086fe6d529.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-rs-sport-paket-2-0-tdi-garantie-diesel-white-f7ce9994-9d76-4957-8b27-be5c7993ff2d
Skoda,Fabia,2018,12690,EUR,https://prod.pictures.autoscout24.net/listing-images/54033f22-d279-4655-b79a-25b28e9d7a83_b810a0dd-9bf3-4eff-9276-cca6d5b16dfb.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-4-kombi-ambiente-greenline-tdi-klima-diesel-silver-54033f22-d279-4655-b79a-25b28e9d7a83
Skoda,Fabia,2010,2800,EUR,https://prod.pictures.autoscout24.net/listing-images/d0d357c4-4367-2f15-e053-0100007f0daf_770fecfc-3daf-475a-bfd3-e4671dbc2172.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-classic-clever-1-2-gasoline-silver-d0d357c4-4367-2f15-e053-0100007f0daf
Skoda,Octavia,2020,19990,EUR,https://prod.pictures.autoscout24.net/listing-images/75176647-fb7b-4d2e-b871-4815013bd66e_f4872618-15c7-47f3-a790-df6d95d84c5f.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-1-0-tsi-ambition-pack-ultimate-garantie-usine-gasoline-grey-75176647-fb7b-4d2e-b871-4815013bd66e
Skoda,Fabia,2004,1500,EUR,https://prod.pictures.autoscout24.net/listing-images/d2f297a9-b0bc-4f7b-bd75-cb89afc960f1_e12b6040-9c96-4736-8309-559aa522e713.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-2-0-extra-gasoline-green-d2f297a9-b0bc-4f7b-bd75-cb89afc960f1
Skoda,Fabia,2003,1350,EUR,https://prod.pictures.autoscout24.net/listing-images/e77d5e14-7881-4d12-b04d-a5f49d43326c_2b1f53be-3ca7-4949-acff-2b2684d32355.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-1-4-16v-creation-airco-cd-apk-juni-2022-gasoline-black-e77d5e14-7881-4d12-b04d-a5f49d43326c
Skoda,Superb,2018,15990,EUR,https://prod.pictures.autoscout24.net/listing-images/5f615fda-5de4-40fa-bf88-e00678bda17d_e7997de1-5dd0-4b67-8aac-027ea06e48a7.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-style-navi-klima-xenon-ahk-panorama-cam-diesel-black-5f615fda-5de4-40fa-bf88-e00678bda17d
Skoda,Karoq,2018,19980,EUR,https://prod.pictures.autoscout24.net/listing-images/170331fd-cbfe-4842-b1fc-7cc4deb713c8_4e2c095c-ddb3-4836-b874-b92636c291e8.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-ambition-1-6-tdi-navi-ahk-shz-pdc-17-smartlink-g-diesel-green-170331fd-cbfe-4842-b1fc-7cc4deb713c8
Skoda,Karoq,2021,25770,EUR,https://prod.pictures.autoscout24.net/listing-images/f40f7514-9c9f-43cd-b567-1799f7b15ac5_51ca59ea-b4ba-4326-9da5-ae02717a0ea5.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-1-5-tsi-ambition-dab-sitzheitzung-gasoline-black-f40f7514-9c9f-43cd-b567-1799f7b15ac5
Skoda,Octavia,2016,10700,EUR,https://prod.pictures.autoscout24.net/listing-images/5a0de1f7-2cea-4430-a53c-58c25820e45b_41966788-5731-432a-aa1c-5a73427f5495.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-75dkm-110pk-6v-18-alu-break-greenline-eu6-gps-16-diesel-blue-5a0de1f7-2cea-4430-a53c-58c25820e45b
Skoda,Scala,2020,16490,EUR,https://prod.pictures.autoscout24.net/listing-images/0f0d12b4-82f2-421d-9199-c67e5cdfae40_50520482-fabc-48d3-a64d-777fad3e1dff.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-scala-scala-1-0-tsi-cool-plus-shz-smartlink-pdc-bluetoot-gasoline-white-0f0d12b4-82f2-421d-9199-c67e5cdfae40
Skoda,Citigo,2017,9490,EUR,https://prod.pictures.autoscout24.net/listing-images/425012ba-9f9d-4ac0-9aad-1eba98007ce6_89ff69f8-27f1-4166-8b8b-bace53604885.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-citigo-fun-1-0-panorama-klimaautom-shz-temp-pdc-aux-usb-m-gasoline-blue-425012ba-9f9d-4ac0-9aad-1eba98007ce6
Skoda,Karoq, 2021,32780,EUR,https://prod.pictures.autoscout24.net/listing-images/8358e24c-d3b0-4603-96e2-b47e72d8800b_aee64cd3-f1b2-4fa4-ade6-461e30f45aeb.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-clever-1-5-tsi-110-kw-dsg-gasoline-blue-8358e24c-d3b0-4603-96e2-b47e72d8800b
Skoda,Karoq, 2021,30890,EUR,https://prod.pictures.autoscout24.net/listing-images/536a0715-5544-4109-abc9-9b01f30b9ab4_ce61807e-7fca-489f-815d-731ee5069af1.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-karoq-clever-1-5tsi-110kw-6-gang-schaltgetriebe-gasoline-silver-536a0715-5544-4109-abc9-9b01f30b9ab4
Skoda,Kamiq, 2021,31870,EUR,https://prod.pictures.autoscout24.net/listing-images/23347797-e57c-427e-bd67-79ea90726bfb_8ca7c469-fe08-4bdf-91a4-7c9556907c28.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-monte-carlo-1-5-tsi-110-kw-gasoline-white-23347797-e57c-427e-bd67-79ea90726bfb
Skoda,Octavia, 2021,39890,EUR,https://prod.pictures.autoscout24.net/listing-images/bc66c68a-e34b-4118-8a42-70b5880dcc67_2304aced-9fef-49a1-8837-948bcbbfa4bb.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-style-iv-led-head-up-display-electric-gasoline-silver-bc66c68a-e34b-4118-8a42-70b5880dcc67
Skoda,Octavia,2020,22491,EUR,https://prod.pictures.autoscout24.net/listing-images/65758b89-3f40-4609-a40b-755553de51bf_ee2325d1-35af-4985-aeb6-4b52f85e3cbe.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-1-5-tsi-act-tour-dsg-navi-acc-bluetooth-gasoline-grey-65758b89-3f40-4609-a40b-755553de51bf
Skoda,Octavia,2016,12900,EUR,https://prod.pictures.autoscout24.net/listing-images/5fbda503-5e20-4468-87d6-ce081796a472_93cda203-7444-44b5-b817-bd00dba1f974.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-1-2-tsi-greentech-ambition-automaat-gasoline-white-5fbda503-5e20-4468-87d6-ce081796a472
Skoda,Kamiq,2020,25490,EUR,https://prod.pictures.autoscout24.net/listing-images/4aa3f5bb-d8bd-4d27-b1aa-cb19073706eb_36b72a15-2e37-408a-8537-7e1c3bb40c9d.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-style-1-6-tdi-navi-acc-18-zoll-vega-virtual-cockpi-diesel-blue-4aa3f5bb-d8bd-4d27-b1aa-cb19073706eb
Skoda,Kamiq, 2021,19499,EUR,https://prod.pictures.autoscout24.net/listing-images/54df1cc2-85c1-4841-89c0-2b54822f9f5a_f32634ec-6c94-4831-93f4-7bf6719bbb17.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-akcni-navi-ueber-smartlink-sitzheizung-ahk-gasoline-white-54df1cc2-85c1-4841-89c0-2b54822f9f5a
Skoda,Citigo,2020,19900,EUR,https://prod.pictures.autoscout24.net/listing-images/eb3bc67b-8e16-45e3-beaf-8eb3a0ac03df_ada7fc07-09be-44e0-bc9a-5bb00ed792c2.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-citigo-e-iv-style-electric-white-eb3bc67b-8e16-45e3-beaf-8eb3a0ac03df
Skoda,Fabia,2011,5500,EUR,https://prod.pictures.autoscout24.net/listing-images/ff79fc03-79f0-48dc-8871-230765c73dc8_a56237d2-1e18-4188-814d-db67d0bb4e3e.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-2-tdi-rijklaarprijs-diesel-rijden-te-duur-voo-diesel-black-ff79fc03-79f0-48dc-8871-230765c73dc8
Skoda,Superb,2020,30990,EUR,https://prod.pictures.autoscout24.net/listing-images/5956ab39-5128-4fd0-9d1e-6a69ff6ff8ec_b4373893-89ac-420e-aaeb-5a2bbc99c205.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-combi-style-1-5-tsi-dsg-act-business-amundsen-pdc-gasoline-black-5956ab39-5128-4fd0-9d1e-6a69ff6ff8ec
Skoda,Fabia,2018,9950,EUR,https://prod.pictures.autoscout24.net/listing-images/b31cfbda-5ef4-4545-aade-827f8a4a067f_f99d92f5-27ee-4c31-bc1c-0904620d1776.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-1-0-tsi-drive-navigatie-pdc-clima-gasoline-blue-b31cfbda-5ef4-4545-aade-827f8a4a067f
Skoda,Kamiq,2020,26220,EUR,https://prod.pictures.autoscout24.net/listing-images/62ef8432-1cbc-45e1-94c5-e9e7dd98ac9e_7b308d9f-8e8a-406d-85f9-56022d1ab791.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-1-5-dsg-montecarlo-virtual-pano-5j-garant-gasoline-white-62ef8432-1cbc-45e1-94c5-e9e7dd98ac9e
Skoda,Fabia,2013,6981,EUR,https://prod.pictures.autoscout24.net/listing-images/469b5c79-4820-4c2c-8e5a-006980092949_7d4cde1a-a3b8-455f-8cdb-57cb71d639b4.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-1-2-tsi-ambition-gasoline-grey-469b5c79-4820-4c2c-8e5a-006980092949
Skoda,Fabia,2021,17220,EUR,https://prod.pictures.autoscout24.net/listing-images/21c8c262-5f76-4ff7-a3df-47aa523d1486_8b61c7c9-8c98-44be-94e1-d2696ea3635b.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-0-tsi-ambition-gasoline-black-21c8c262-5f76-4ff7-a3df-47aa523d1486
Skoda,Fabia,2021,17220,EUR,https://prod.pictures.autoscout24.net/listing-images/c7633976-dd1e-45f5-883e-11051949e49f_faa8d8b9-e61b-47c3-8873-0cf9b193ae49.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-1-0-tsi-ambition-gasoline-white-c7633976-dd1e-45f5-883e-11051949e49f
Skoda,Fabia,2009,1999,EUR,https://prod.pictures.autoscout24.net/listing-images/36fa6007-cfc7-485d-9f21-47fb86c02349_546d72f1-d8c1-4b04-a0d3-2cc8ce7ae3cf.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-ambiente-combi-5j5-diesel-blue-36fa6007-cfc7-485d-9f21-47fb86c02349
Skoda,Octavia,2017,9990,EUR,https://prod.pictures.autoscout24.net/listing-images/9b789b19-85e2-4b93-bb1c-3878d7e7252a_7c7262df-1e62-46fa-a716-6295cd2ef50f.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-zw-110pk-break-18-alu-sport-greenline-gps-pdc-017-diesel-black-9b789b19-85e2-4b93-bb1c-3878d7e7252a
Skoda,Octavia,2018,14990,EUR,https://prod.pictures.autoscout24.net/listing-images/13419a66-1ad1-43d7-90f2-57435680a5bd_166b4306-9bf8-45c8-801c-29368dc386d1.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-clever-2-0l-tdi-dsg-klima-navi-einparkhilfe-diesel-white-13419a66-1ad1-43d7-90f2-57435680a5bd
Skoda,Octavia,2018,14990,EUR,https://prod.pictures.autoscout24.net/listing-images/0610af33-1b03-4227-a597-1e77eb73e601_5ab59c48-2fc5-4b01-9fca-97bf180fdb40.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-clever-2-0l-tdi-dsg-klima-navi-einparkhilfe-diesel-white-0610af33-1b03-4227-a597-1e77eb73e601
Skoda,Octavia,2017,15890,EUR,https://prod.pictures.autoscout24.net/listing-images/bf72b4ee-4d94-4218-a6a6-40d4deac4c50_46221c76-422b-495c-a0cb-dd29d966c2c6.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-style-tdi-diesel-black-bf72b4ee-4d94-4218-a6a6-40d4deac4c50
Skoda,Octavia,2020,26680,EUR,https://prod.pictures.autoscout24.net/listing-images/c00ba581-0adb-45cf-a0dc-cdc07bd8547e_59f2dc15-0510-49c8-a670-8d09b6b90cdd.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-style-2-0-tdi-dsg-navi-led-kessy-climatronic-diesel-black-c00ba581-0adb-45cf-a0dc-cdc07bd8547e
Skoda,Octavia,2021,41590,EUR,https://prod.pictures.autoscout24.net/listing-images/64658aed-6e6e-4487-b1b1-b57caeccb25f_ad8418b3-6511-4cf6-8bd0-5e37ad08b2a5.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-rs-tdi-dsg-diesel-grey-64658aed-6e6e-4487-b1b1-b57caeccb25f
Skoda,Superb,2016,20990,EUR,https://prod.pictures.autoscout24.net/listing-images/e35681fe-f719-42b4-bc61-f1b599d84849_a9ca4de5-0ca4-4363-9ea8-332bcb3e88ae.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-style-tdi-scr-dsg-diesel-black-e35681fe-f719-42b4-bc61-f1b599d84849
Skoda,Fabia,2017,11850,EUR,https://prod.pictures.autoscout24.net/listing-images/729aadaf-0b47-4b80-af58-791c77fe2f15_0b916435-0583-4327-93da-e9f21429e1cf.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-1-2-tsi-joy-pdc-shz-tempomat-klima-gasoline-red-729aadaf-0b47-4b80-af58-791c77fe2f15
Skoda,Fabia,2016,10450,EUR,https://prod.pictures.autoscout24.net/listing-images/ee3905a6-b0fc-4d2a-bb00-193976733e06_d0e57edb-2263-45cf-bf76-d090cc90d47b.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-fabia-combi-1-2-tsi-joy-pdc-klima-tempomat-klima-gasoline-red-74986e31-347d-49aa-a350-db1f32a3c740
Skoda,Octavia,2020,23950,EUR,https://prod.pictures.autoscout24.net/listing-images/6cccc454-a6ec-457b-804a-cc8418dddfe5_32d742bb-995a-4600-9dbe-67afc4834fb4.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-octavia-combi-1-5-tsi-first-edition-klima-navi-gasoline-white-ee3905a6-b0fc-4d2a-bb00-193976733e06
Skoda,Kamiq,2021,29850,EUR,https://prod.pictures.autoscout24.net/listing-images/1bc5c2dd-7de1-4847-99a4-a49c442f6a54_efd7cc40-3055-4086-bfe8-527a65c3dedf.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-kamiq-1-5-tsi-dsg-clever-kamera-keyless-navi-klima-navi-gasoline-black-6cccc454-a6ec-457b-804a-cc8418dddfe5
Skoda,Superb,2017,21900,EUR,https://prod.pictures.autoscout24.net/listing-images/db53227e-f84a-4e34-880b-54ca24353722_e6112f93-223c-4f94-8d21-b371f8bb78e3.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-superb-combi-1-6-tdi-120pk-greentech-dsg-7-ambition-bns-diesel-blue-1bc5c2dd-7de1-4847-99a4-a49c442f6a54
Skoda,Citigo,2018,5900,EUR,https://prod.pictures.autoscout24.net/listing-images/49f3ca50-464f-4de3-97b7-a26e18daffec_5d45781e-cd20-4564-8573-0f2978b7c8f9.jpg/420x315.jpg,https://www.autoscout24.com/offers/skoda-citigo-clever-klima-1-hand-nur-68161km-gasoline-black-db53227e-f84a-4e34-880b-54ca24353722
Citroen,C4,2011,5500,EUR,https://prod.pictures.autoscout24.net/listing-images/8c145bc4-5c71-2846-e053-0100007f1015_43c8f4b5-8d6a-415c-b62c-99687b6c30a7.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-picasso-1-6-selection-hdi-fap-diesel-grey-3a0d87f8-26d2-44a2-a458-2b58f94406e4
Citroen,C3,2017,9900,EUR,https://prod.pictures.autoscout24.net/listing-images/c5155bc4-672d-4a45-e053-0100007f846a_a2fe5abe-fc02-4e63-b228-6a3c6a11d564.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c3-1-2i-puretech-shine-gasoline-red-8c145bc4-5c71-2846-e053-0100007f1015
Citroen,Jumpy,2020,23200,EUR,https://prod.pictures.autoscout24.net/listing-images/376aa69a-4234-4865-a099-9f46e84b358c_ede5e33a-d13d-44d4-91d1-0a0cd93a9afe.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumpy-bluehdi-180-s-diesel-grey-c5155bc4-672d-4a45-e053-0100007f846a
Citroen,C1,2016,7900,EUR,https://prod.pictures.autoscout24.net/listing-images/a38ca382-06e7-46ee-9240-e4dbdcee939c_8253ea7c-e40e-4ac8-aae4-a33b6068251a.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c1-vti-68-airscape-feel-gasoline-white-376aa69a-4234-4865-a099-9f46e84b358c
Citroen,Xsara,2004,950,EUR,https://prod.pictures.autoscout24.net/listing-images/585b74a6-645d-448d-92ee-4da7ad6b7adc_03669354-b313-467f-80ba-b73572a39263.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-xsara-picasso-2-0i-16v-automaat-cruise-control-trekhaak-gasoline-beige-a38ca382-06e7-46ee-9240-e4dbdcee939c
Citroen,Jumpy,2017,11500,EUR,https://prod.pictures.autoscout24.net/listing-images/7eca7689-10ac-4ab4-a980-832561d6a554_f0109547-8c6d-4ee9-9bdf-72ff25446c0f.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-jumpy-bluehdi-120-pl-tn-furgone-m-club-diesel-white-585b74a6-645d-448d-92ee-4da7ad6b7adc
Citroen,C4,2017,9950,EUR,https://prod.pictures.autoscout24.net/listing-images/28522d22-05ca-4960-98ea-62aa5c55e5e8_abb9171a-659a-4561-acdc-7cbab0d31190.jpg/420x315.jpg,https://www.autoscout24.com/offers/citroen-c4-cactus-1-2-puretech-feel-airco-cruise-pdc-gasoline-brown-7eca7689-10ac-4ab4-a980-832561d6a554
